UBI	NAICS	OPEN DATE	CLOSE DATE
602574521	999990	01/11/2006	OPEN
602575073	999990	01/13/2006	OPEN
602575050	812199	02/01/2006	03/31/2009
602579383	999990	01/27/2006	OPEN
602573646	238220	01/01/2006	OPEN
602574267	722410	02/01/2006	OPEN
602577997	null	11/28/2005	OPEN
602577477	531210	01/01/2006	12/31/2009
602573744	551111	01/01/2006	OPEN
602578352	null	null	OPEN
602575736	541618	01/10/2006	12/31/2007
602573919	445110	04/01/2006	OPEN
602572940	null	null	OPEN
602578632	238910	03/01/2006	OPEN
602575093	531110	02/01/2006	12/31/2008
602573170	999990	01/09/2006	OPEN
602578362	541990	01/25/2006	OPEN
602576285	999990	01/19/2006	OPEN
602574822	236115	02/01/2006	09/30/2009
602578397	236115	02/01/2006	12/31/2007
602575290	999990	01/18/2006	OPEN
602576810	999990	01/23/2006	OPEN
602574866	541219	03/01/2005	OPEN
602575237	531210	01/19/2006	OPEN
602577003	551112	06/11/2008	12/31/2008
602575446	237210	01/01/2006	12/31/2008
602572913	237210	01/01/2006	02/25/2013
602576147	531390	01/01/2007	12/31/2009
602575563	722515	04/01/2006	06/30/2006
602577344	453998	11/01/2005	OPEN
602578687	423450	01/01/2006	12/31/2010
602572207	238320	01/01/2006	02/25/2013
602572238	999990	null	OPEN
602578930	541710	06/01/2006	06/30/2006
602576157	621610	04/01/2006	02/25/2013
602577259	236115	01/25/2006	12/31/2008
602573342	531110	03/01/2006	02/25/2013
602573727	null	null	OPEN
602575041	541820	01/01/2006	09/30/2006
602577031	238140	01/01/2006	12/31/2010
602571439	525990	01/02/2006	12/31/2007
602575756	237110	01/17/2006	12/31/2008
602579377	531110	01/01/2006	OPEN
602579117	999990	01/26/2006	OPEN
602571402	722513	05/30/2006	11/07/2007
602576257	null	null	OPEN
602576623	null	null	OPEN
602577850	531210	09/01/2010	OPEN
602571397	424410	03/01/2006	OPEN
602574907	722511	01/01/2006	OPEN
602574863	null	null	OPEN
602573113	423420	02/01/2006	04/30/2011
602575851	238330	01/01/2010	OPEN
602577676	null	null	OPEN
602578124	721110	04/10/2006	OPEN
602577213	999990	01/23/2006	OPEN
602571623	811111	04/01/2006	OPEN
602575999	999990	null	OPEN
602573011	531390	01/05/2006	02/25/2013
602577588	541110	01/01/2006	03/30/2010
602578356	541430	02/01/2006	OPEN
602574038	999990	11/16/2005	OPEN
602575321	null	null	OPEN
602576757	236220	03/01/2006	OPEN
602572320	999990	01/05/2006	OPEN
602572696	238330	01/18/2006	OPEN
602571753	561320	02/01/2006	12/31/2006
602573369	238350	01/01/2006	OPEN
602575564	null	null	OPEN
602575772	531390	01/17/2006	02/25/2013
602574997	441310	01/13/2006	OPEN
602579182	238160	01/27/2006	12/31/2012
602575769	238910	01/15/2006	12/31/2010
602578676	null	null	OPEN
602572767	445310	01/01/2006	09/30/2007
602572054	999990	01/03/2005	OPEN
602572650	531210	01/06/2006	02/25/2013
602577288	999990	01/24/2006	OPEN
602575489	812199	02/01/2006	11/20/2009
602575716	561720	01/01/2008	12/31/2010
602572372	999990	01/05/2006	OPEN
602574026	999990	null	OPEN
602573643	999990	01/05/2006	OPEN
602578119	null	null	OPEN
602573794	541519	02/01/2006	OPEN
602578677	423210	01/01/2006	OPEN
602577165	999990	11/21/2005	OPEN
602574601	525990	01/11/2006	OPEN
602571401	236118	01/01/2006	OPEN
602575495	541511	01/17/2006	OPEN
602571627	561720	01/01/2006	OPEN
602572249	448310	null	10/31/2007
602572832	811310	02/01/2006	OPEN
602579260	999990	01/27/2006	OPEN
602577582	722513	10/01/2013	10/01/2013
602574222	425120	01/13/2006	08/28/2006
602574623	999990	01/11/2006	OPEN
602578497	424460	07/01/2009	OPEN
602575038	999990	12/21/2005	OPEN
602576454	999990	01/19/2006	OPEN
602571938	722511	01/01/2006	OPEN
602572646	237210	01/06/2006	02/25/2013
602578028	999990	01/25/2006	OPEN
602571356	999990	null	OPEN
602577324	null	11/21/2005	OPEN
602573824	484121	01/10/2006	OPEN
602575998	453110	03/01/2006	09/06/2011
602576485	443142	02/01/2006	12/31/2009
602575402	722515	07/01/2007	12/31/2011
602574282	541512	03/01/2006	06/01/2009
602578601	561740	01/26/2006	OPEN
602575552	541219	01/17/2006	OPEN
602574643	722511	01/13/2006	08/31/2007
602576103	999990	01/19/2006	OPEN
602578638	531210	03/01/2006	12/31/2007
602574308	522310	01/11/2006	09/30/2009
602578554	999990	12/01/2005	OPEN
602578492	238350	01/01/2006	04/01/2007
602572583	237210	12/01/2005	12/31/2006
602578300	238990	01/27/2006	07/26/2007
602573633	null	null	OPEN
602576872	623311	01/01/2006	OPEN
602572887	999990	01/06/2006	OPEN
602571471	541110	04/01/2008	OPEN
602578743	null	null	OPEN
602574208	541519	01/01/2006	OPEN
602572177	null	null	OPEN
602571840	531110	12/29/2005	OPEN
602576731	522292	01/21/2006	12/31/2010
602574978	null	null	OPEN
602571553	null	null	OPEN
602575968	999990	null	OPEN
602573899	999990	01/10/2006	OPEN
602576762	445120	05/01/2006	OPEN
602575426	522292	02/07/2006	OPEN
602577863	561499	11/28/2005	12/30/2008
602572197	622110	03/01/2006	03/30/2010
602574638	722511	04/01/2006	OPEN
602576882	531390	01/20/2006	12/31/2008
602573587	531311	null	OPEN
602571548	624190	01/03/2006	12/31/2006
602571321	238110	01/01/2006	OPEN
602578271	999990	01/25/2006	OPEN
602574660	541990	01/01/2006	09/30/2014
602572537	999990	null	OPEN
602573018	541690	01/06/2006	12/31/2010
602575325	424940	01/14/2006	OPEN
