UBI	NAICS	OPEN DATE	CLOSE DATE
601117400	999990	10/21/1988	OPEN
601070403	541990	01/01/1988	OPEN
601106804	445230	07/16/2003	OPEN
601115833	624410	null	12/31/2005
601088232	424930	07/01/1988	02/28/2001
601119606	999990	10/26/1988	OPEN
601075691	484230	03/17/1988	OPEN
601070160	114111	04/01/1988	12/31/1990
601089294	236220	06/06/1988	09/30/1998
601098543	531110	08/01/1988	08/01/1988
601084659	811113	05/01/1988	12/31/2003
601099999	551114	07/01/2010	OPEN
601081523	441310	04/19/1988	11/01/2008
601106293	999990	09/06/1988	OPEN
601088574	623110	06/01/1988	12/31/1997
601098138	999990	07/11/1988	OPEN
601091487	561499	null	OPEN
601102032	541380	07/17/1988	OPEN
601104733	532310	12/01/1988	06/30/1997
601092619	999990	06/16/1988	OPEN
601109109	621111	07/03/1990	OPEN
601068736	531130	12/09/1996	09/30/2006
601064525	null	null	OPEN
601121587	null	10/28/1988	OPEN
601115450	541430	null	OPEN
601069359	621310	01/01/1988	06/30/2005
601118657	999990	10/10/1988	OPEN
601086240	621210	07/01/1988	OPEN
601066551	999990	02/01/1988	OPEN
601106329	999990	09/06/1988	OPEN
601121800	111998	10/29/1988	10/29/1988
601122303	999990	10/29/1988	OPEN
601117083	531210	null	null
601115569	812990	09/01/1996	09/30/2001
601087844	561510	04/01/1988	null
601096034	453220	07/01/1988	OPEN
601094657	541511	06/16/1993	OPEN
601098092	999990	07/20/1988	OPEN
601109463	999990	09/20/1988	OPEN
601113677	424720	10/11/1988	OPEN
601117696	999990	10/21/1988	OPEN
601075807	238210	12/31/2011	OPEN
601121059	999990	10/28/1988	OPEN
601117020	531311	04/08/1991	09/01/2007
601101173	541613	null	OPEN
601097302	999990	null	OPEN
601083435	531390	10/01/1988	11/25/2002
601116297	611699	10/14/1988	OPEN
601102563	422480	null	06/30/1990
601087761	999990	05/20/1988	OPEN
601110761	999990	09/22/1988	OPEN
601074325	519130	03/01/2013	OPEN
601098365	531390	03/01/1989	OPEN
601068691	453998	01/01/1988	OPEN
601116046	999990	10/18/1988	OPEN
601083957	999990	07/01/1988	12/31/1990
601109352	null	null	OPEN
601116943	999990	10/20/1988	OPEN
601119760	337110	03/01/1993	OPEN
601089523	999990	06/06/1988	OPEN
601121712	null	10/29/1988	OPEN
601108288	null	null	OPEN
601106854	null	null	OPEN
601097784	null	null	OPEN
601121457	null	null	OPEN
601116568	999990	10/19/1988	10/19/1988
601067301	451110	02/01/1988	08/30/2000
601101305	524210	10/01/1988	12/31/2007
601099134	null	null	OPEN
601067532	621111	02/01/1988	12/31/2001
601120829	999990	10/27/1988	OPEN
601120031	999990	10/26/1988	OPEN
601121073	999990	10/28/1988	OPEN
601115208	999990	10/14/1988	OPEN
601082861	236115	07/01/2003	OPEN
601119737	453998	null	OPEN
601114056	999990	10/12/1988	OPEN
601108252	null	null	OPEN
601069308	314999	02/01/1988	01/31/1996
601088840	454113	02/01/1991	12/31/2007
601089625	999990	null	OPEN
601102064	999990	08/15/1988	OPEN
601106531	722511	10/01/1988	OPEN
601068652	999990	null	OPEN
601095534	721199	10/01/1988	12/31/2004
601121223	null	10/28/1988	OPEN
601112212	999990	10/04/1988	OPEN
601107232	999990	12/27/1990	OPEN
601116853	null	10/20/1988	OPEN
601116900	999990	10/20/1988	OPEN
601070047	null	null	OPEN
601077425	236115	04/01/1988	12/31/2000
601111915	999990	10/03/1988	OPEN
601114357	999990	10/12/1988	OPEN
601095901	711130	01/01/1990	OPEN
601117875	999990	10/21/1988	OPEN
601114872	null	10/14/1988	OPEN
601087960	451211	06/01/1988	null
601115019	999990	10/14/1988	OPEN
601117163	237210	01/01/1991	OPEN
601111997	813920	03/15/1985	OPEN
601114874	561110	01/01/1991	OPEN
601115198	999990	10/14/1988	OPEN
601106816	999990	null	OPEN
601117177	999990	10/20/1988	OPEN
601113944	999990	null	12/31/1993
601120912	111140	10/27/1988	OPEN
601065646	453310	01/01/1984	OPEN
601120911	561110	09/02/1991	OPEN
601114724	999990	10/13/1988	OPEN
601067381	541219	03/01/1988	OPEN
601085066	531210	05/13/1988	11/30/2010
601117566	999990	10/21/1988	OPEN
601080092	531190	04/14/1988	OPEN
601121168	453998	01/01/1989	12/31/2002
601080674	424690	01/01/1988	12/31/2002
601121870	999990	10/29/1988	OPEN
