UBI	NAICS	OPEN DATE	CLOSE DATE
601133028	999990	12/02/1988	OPEN
601130611	424990	12/01/1988	12/31/2004
601186288	999990	null	OPEN
601165190	999990	03/03/1989	OPEN
601135446	561990	null	OPEN
601138303	332710	01/01/1989	OPEN
601134149	null	11/29/1988	OPEN
601124644	null	null	OPEN
601152608	999990	01/12/1989	OPEN
601125133	999990	null	OPEN
601164325	null	null	OPEN
601122861	null	10/29/1988	OPEN
601140286	443142	02/20/1989	06/30/1998
601139704	611110	01/01/2003	OPEN
601133547	525990	06/01/2008	OPEN
601149574	999990	null	OPEN
601150235	999990	01/11/1989	OPEN
601123019	999990	10/29/1988	OPEN
601173646	621330	01/01/1989	OPEN
601161979	237210	09/01/1992	02/25/2013
601146667	813110	01/06/1999	OPEN
601162901	712110	null	OPEN
601122640	999990	10/29/1988	OPEN
601175241	541922	null	null
601128268	999990	11/15/1988	OPEN
601181470	518210	06/01/1989	OPEN
601155559	541711	null	OPEN
601129535	523110	11/16/1988	null
601143054	813110	01/01/2010	OPEN
601136461	813110	null	null
601181592	238110	null	OPEN
601135450	238210	12/01/1988	OPEN
601128369	813990	01/01/2010	OPEN
601123678	999990	10/31/1988	OPEN
601184914	812199	01/01/2000	OPEN
601157187	999990	01/23/1989	OPEN
601176010	551112	05/01/1989	05/01/1989
601157977	null	null	OPEN
601134275	null	null	OPEN
601150218	813110	01/01/2006	OPEN
601159373	238320	02/01/1989	09/30/2007
601151036	999990	01/11/1989	OPEN
601169583	445120	09/01/2000	09/01/2000
601183389	541110	06/06/1989	OPEN
601153936	null	null	OPEN
601170484	113310	null	OPEN
601179532	999990	null	07/15/1989
601174341	999990	10/10/1985	OPEN
601184435	421930	03/01/1989	12/31/1991
601144816	null	null	OPEN
601176030	531210	05/01/1989	OPEN
601146819	null	null	OPEN
601184437	999990	null	null
601146584	999990	01/06/1989	OPEN
601151410	999990	01/12/1989	OPEN
601161575	541330	01/01/1995	OPEN
601155649	448190	04/01/1989	OPEN
601158684	441110	06/20/1989	08/31/2001
601174723	null	null	OPEN
601145180	999990	null	OPEN
601123842	999990	10/31/1988	OPEN
601171123	813920	null	OPEN
601167189	233210	04/01/1989	03/31/1991
601150264	999990	01/11/1989	OPEN
601123498	null	10/31/1988	OPEN
601159258	541613	01/01/1999	OPEN
601147256	813110	01/06/1990	OPEN
601160652	561499	07/01/1993	12/31/1999
601125079	999990	11/02/1988	OPEN
601164790	999990	null	OPEN
601141972	null	12/29/1988	OPEN
601146204	999990	04/19/1996	08/31/1996
601122554	null	10/29/1988	OPEN
601142696	999990	12/30/1988	OPEN
601183056	423430	null	OPEN
601161990	522292	02/01/1989	11/30/1994
601126812	336612	null	12/31/2001
601138977	999990	12/21/1988	OPEN
601137758	561990	12/19/1988	OPEN
601183122	999990	05/31/1989	OPEN
601187095	812990	09/25/1989	12/31/2007
601139348	531210	null	OPEN
601155488	722410	null	01/14/1998
601138915	999990	01/01/1989	12/31/1990
601128390	541712	01/01/2005	12/31/2008
601144247	null	null	null
601123137	null	10/29/1988	OPEN
601133813	522130	06/25/1991	OPEN
601142768	null	12/30/1988	OPEN
601140590	null	12/28/1988	OPEN
601184990	813211	06/09/1989	12/31/1991
601188682	238310	null	OPEN
601172029	512199	01/01/1989	09/30/2012
601122833	999990	null	OPEN
601184996	236115	04/01/1989	12/31/2005
601125415	512110	09/01/1989	OPEN
601143340	813110	03/29/1991	OPEN
601124701	null	null	OPEN
601187748	811121	07/01/1989	OPEN
601188534	541519	null	OPEN
601134720	999990	01/01/1995	01/01/1995
601133788	999990	12/03/1988	OPEN
601125246	null	null	OPEN
601153565	813990	01/01/1989	OPEN
601164502	236118	03/01/1989	09/30/1999
601143281	null	null	OPEN
601138620	999990	12/20/1988	OPEN
601185552	621111	null	OPEN
601141379	999990	12/28/1988	OPEN
601147392	999990	null	OPEN
601125055	999990	null	OPEN
601129316	237210	null	OPEN
601146498	454210	01/05/1997	12/31/2010
601129540	221310	01/01/1984	OPEN
601157523	624310	null	OPEN
601164712	443142	null	06/30/1990
601154267	999990	01/13/1989	OPEN
601123549	999990	10/31/1988	OPEN
601124128	445110	11/13/1988	06/29/1995
601179790	999990	05/16/1989	OPEN
601124624	null	null	OPEN
601122973	null	10/29/1988	OPEN
601174858	523110	null	OPEN
601131282	423450	01/01/1988	OPEN
601123067	999990	null	OPEN
601138265	null	12/19/1988	OPEN
601124851	null	null	OPEN
601166331	238220	10/09/2002	03/31/2006
601146622	null	null	OPEN
601164258	236220	01/01/1989	06/30/1999
601126359	812921	null	OPEN
601154823	488410	01/17/1989	OPEN
601165318	451110	03/01/1991	12/31/1996
601180834	113110	null	06/16/2010
601136550	531210	12/19/1988	OPEN
601133149	999990	12/02/1988	OPEN
601123356	null	10/29/1988	OPEN
601142587	812990	null	03/31/1996
601158728	423140	02/01/1989	07/13/2005
601185184	238220	12/01/1990	OPEN
601132703	999990	12/02/1988	OPEN
601149826	451211	null	OPEN
601161206	999990	02/09/1989	OPEN
601147458	999990	null	OPEN
601124423	999990	null	OPEN
601174821	441110	null	12/31/1997
601153340	999990	01/13/1989	OPEN
601143442	999990	null	OPEN
601153770	null	null	OPEN
601132324	238290	03/23/2009	12/31/2012
601161136	621512	null	null
601148256	621111	null	OPEN
601124765	999990	11/01/1988	OPEN
601123024	999990	null	OPEN
601130311	422690	10/13/1988	09/30/1989
601146243	null	null	OPEN
601130560	524210	12/01/1988	OPEN
601177670	236220	04/01/1989	OPEN
601122558	999990	null	OPEN
601163999	481111	null	06/30/1998
601157731	999990	null	OPEN
601176663	233110	05/01/1989	05/01/1989
601140317	423830	11/01/1988	OPEN
601182123	233110	11/03/1989	12/31/1993
601143556	813110	01/03/1989	OPEN
601154467	null	null	OPEN
601180240	621111	06/05/1989	OPEN
601153189	null	null	OPEN
601134714	336120	12/12/1988	OPEN
601126287	531390	null	OPEN
601186792	423690	06/21/1989	12/22/1997
601129307	null	11/18/1988	OPEN
601130310	451110	11/15/1988	12/26/2010
601132261	711310	null	OPEN
601141819	999990	12/29/1988	OPEN
601161728	999990	null	OPEN
